Title: Minimum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
6894	Cox's Bazar (11927)	2004	6	25.68
6895	Cox's Bazar (11927)	2004	7	25.28
6896	Cox's Bazar (11927)	2004	8	25.44
6897	Cox's Bazar (11927)	2004	9	25.41
6898	Cox's Bazar (11927)	2004	10	24.56
6899	Cox's Bazar (11927)	2004	11	19.72
6900	Cox's Bazar (11927)	2004	12	17.40
6901	Cox's Bazar (11927)	2005	1	15.92
6902	Cox's Bazar (11927)	2005	2	19.17
6903	Cox's Bazar (11927)	2005	3	22.30
6904	Cox's Bazar (11927)	2005	4	24.82
6905	Cox's Bazar (11927)	2005	5	25.89
6906	Cox's Bazar (11927)	2005	6	26.52
6907	Cox's Bazar (11927)	2005	7	25.51
6908	Cox's Bazar (11927)	2005	8	25.36
6909	Cox's Bazar (11927)	2005	9	25.44
6910	Cox's Bazar (11927)	2005	10	25.15
6911	Cox's Bazar (11927)	2005	11	20.77
6912	Cox's Bazar (11927)	2005	12	19.42
6913	Cox's Bazar (11927)	2006	1	15.94
6914	Cox's Bazar (11927)	2006	2	19.01
6915	Cox's Bazar (11927)	2006	3	22.29
6916	Cox's Bazar (11927)	2006	4	25.08
6917	Cox's Bazar (11927)	2006	5	25.16
6918	Cox's Bazar (11927)	2006	6	25.70
6919	Cox's Bazar (11927)	2006	7	25.54
6920	Cox's Bazar (11927)	2006	8	25.27
6921	Cox's Bazar (11927)	2006	9	25.05
6922	Cox's Bazar (11927)	2006	10	24.96
6923	Cox's Bazar (11927)	2006	11	21.83
6924	Cox's Bazar (11927)	2006	12	16.62
6925	Cox's Bazar (11927)	2007	1	14.65
6926	Cox's Bazar (11927)	2007	2	17.94
6927	Cox's Bazar (11927)	2007	3	20.31
6928	Cox's Bazar (11927)	2007	4	23.48
6929	Cox's Bazar (11927)	2007	5	25.71
6930	Cox's Bazar (11927)	2007	6	26.03
6931	Cox's Bazar (11927)	2007	7	25.18
6932	Cox's Bazar (11927)	2007	8	25.37
6933	Cox's Bazar (11927)	2007	9	24.94
6934	Cox's Bazar (11927)	2007	10	24.00
6935	Cox's Bazar (11927)	2007	11	22.63
6936	Cox's Bazar (11927)	2007	12	17.50
6937	Cox's Bazar (11927)	2008	1	16.03
6938	Cox's Bazar (11927)	2008	2	16.49
6939	Cox's Bazar (11927)	2008	3	21.83
6940	Cox's Bazar (11927)	2008	4	24.58
6941	Cox's Bazar (11927)	2008	5	24.98
6942	Cox's Bazar (11927)	2008	6	25.24
6943	Cox's Bazar (11927)	2008	7	24.83
6944	Cox's Bazar (11927)	2008	8	25.05
6945	Cox's Bazar (11927)	2008	9	25.21
6946	Cox's Bazar (11927)	2008	10	24.81
6947	Cox's Bazar (11927)	2008	11	20.76
6948	Cox's Bazar (11927)	2008	12	17.95
6949	Cox's Bazar (11927)	2009	1	15.87
6950	Cox's Bazar (11927)	2009	2	17.89
6951	Cox's Bazar (11927)	2009	3	21.87
6952	Cox's Bazar (11927)	2009	4	25.27
6953	Cox's Bazar (11927)	2009	5	25.35
6954	Cox's Bazar (11927)	2009	6	25.63
6955	Cox's Bazar (11927)	2009	7	25.45
6956	Cox's Bazar (11927)	2009	8	25.33
6957	Cox's Bazar (11927)	2009	9	25.18
6958	Cox's Bazar (11927)	2009	10	24.64
6959	Cox's Bazar (11927)	2009	11	21.69
6960	Cox's Bazar (11927)	2009	12	16.58
6961	Cox's Bazar (11927)	2010	1	15.35
6962	Cox's Bazar (11927)	2010	2	17.55
6963	Cox's Bazar (11927)	2010	3	23.27
6964	Cox's Bazar (11927)	2010	4	26.27
6965	Cox's Bazar (11927)	2010	5	26.05
6966	Cox's Bazar (11927)	2010	6	25.97
6967	Cox's Bazar (11927)	2010	7	25.77
6968	Cox's Bazar (11927)	2010	8	25.67
6969	Cox's Bazar (11927)	2010	9	25.34
6970	Cox's Bazar (11927)	2010	10	25.35
6971	Cox's Bazar (11927)	2010	11	21.71
6972	Cox's Bazar (11927)	2010	12	17.52
6973	Cox's Bazar (11927)	2011	1	14.87
6974	Cox's Bazar (11927)	2011	2	17.80
6975	Cox's Bazar (11927)	2011	3	20.93
6976	Cox's Bazar (11927)	2011	4	24.13
6977	Cox's Bazar (11927)	2011	5	24.67
6978	Cox's Bazar (11927)	2011	6	25.45
6979	Cox's Bazar (11927)	2011	7	25.52
6980	Cox's Bazar (11927)	2011	8	25.13
6981	Cox's Bazar (11927)	2011	9	24.86
6982	Cox's Bazar (11927)	2011	10	23.89
6983	Cox's Bazar (11927)	2011	11	19.49
6984	Cox's Bazar (11927)	2011	12	17.00
6985	Cox's Bazar (11927)	2012	1	15.80
6986	Cox's Bazar (11927)	2012	2	17.11
6987	Cox's Bazar (11927)	2012	3	21.44
6988	Cox's Bazar (11927)	2012	4	24.25
6989	Cox's Bazar (11927)	2012	5	25.78
6990	Cox's Bazar (11927)	2012	6	25.45
6991	Cox's Bazar (11927)	2012	7	25.08
6992	Cox's Bazar (11927)	2012	8	24.93
6993	Cox's Bazar (11927)	2012	9	25.40
6994	Cox's Bazar (11927)	2012	10	24.35
6995	Cox's Bazar (11927)	2012	11	21.51
6996	Cox's Bazar (11927)	2012	12	15.47
6997	Cox's Bazar (11927)	2013	1	13.85
6998	Cox's Bazar (11927)	2013	2	18.15
6999	Cox's Bazar (11927)	2013	3	21.44
7000	Cox's Bazar (11927)	2013	4	24.46
7001	Cox's Bazar (11927)	2013	5	24.75
7002	Cox's Bazar (11927)	2013	6	25.80
7003	Cox's Bazar (11927)	2013	7	25.12
7004	Cox's Bazar (11927)	2013	8	25.50
7005	Cox's Bazar (11927)	2013	9	25.61
7006	Cox's Bazar (11927)	2013	10	24.55
7007	Cox's Bazar (11927)	2013	11	21.28
7008	Cox's Bazar (11927)	2013	12	17.10
7009	Cox's Bazar (11927)	2014	1	15.75
7010	Cox's Bazar (11927)	2014	2	17.86
7011	Cox's Bazar (11927)	2014	3	21.37
7012	Cox's Bazar (11927)	2014	4	25.82
7013	Cox's Bazar (11927)	2014	5	27.02
7014	Cox's Bazar (11927)	2014	6	26.65
7015	Cox's Bazar (11927)	2014	7	26.10
7016	Cox's Bazar (11927)	2014	8	25.61
7017	Cox's Bazar (11927)	2014	9	25.48
7018	Cox's Bazar (11927)	2014	10	24.83
7019	Cox's Bazar (11927)	2014	11	21.27
7020	Cox's Bazar (11927)	2014	12	17.06
7021	Cox's Bazar (11927)	2015	1	17.14
7022	Cox's Bazar (11927)	2015	2	17.71
7023	Cox's Bazar (11927)	2015	3	21.63
7024	Cox's Bazar (11927)	2015	4	24.69
7025	Cox's Bazar (11927)	2015	5	26.39
7026	Cox's Bazar (11927)	2015	6	25.82
7027	Cox's Bazar (11927)	2015	7	25.48
7028	Cox's Bazar (11927)	2015	8	25.76
7029	Cox's Bazar (11927)	2015	9	25.80
7030	Cox's Bazar (11927)	2015	10	24.55
7031	Cox's Bazar (11927)	2015	11	21.18
7032	Cox's Bazar (11927)	2015	12	17.68
7033	Cox's Bazar (11927)	2016	1	15.33
7034	Cox's Bazar (11927)	2016	2	20.31
7035	Cox's Bazar (11927)	2016	3	23.19
7036	Cox's Bazar (11927)	2016	4	26.76
7037	Cox's Bazar (11927)	2016	5	25.87
7038	Cox's Bazar (11927)	2016	6	25.97
7039	Cox's Bazar (11927)	2016	7	25.40
7040	Cox's Bazar (11927)	2016	8	25.55
7041	Cox's Bazar (11927)	2016	9	25.82
7042	Cox's Bazar (11927)	2016	10	25.09
7043	Cox's Bazar (11927)	2016	11	21.38
7044	Cox's Bazar (11927)	2016	12	18.99
7045	Cox's Bazar (11927)	2017	1	16.51
7046	Cox's Bazar (11927)	2017	2	18.52
7047	Cox's Bazar (11927)	2017	3	20.66
7048	Cox's Bazar (11927)	2017	4	24.18
7049	Cox's Bazar (11927)	2017	5	26.27
7050	Cox's Bazar (11927)	2017	6	25.65
7051	Cox's Bazar (11927)	2017	7	25.33
7052	Cox's Bazar (11927)	2017	8	25.55
7053	Cox's Bazar (11927)	2017	9	25.36
7054	Cox's Bazar (11927)	2017	10	24.89
7055	Cox's Bazar (11927)	2017	11	22.58
7056	Cox's Bazar (11927)	2017	12	18.62
7057	Cox's Bazar (11927)	2018	1	15.08
7058	Cox's Bazar (11927)	2018	2	18.28
7059	Cox's Bazar (11927)	2018	3	22.00
7060	Cox's Bazar (11927)	2018	4	24.55
7061	Cox's Bazar (11927)	2018	5	25.01
7062	Cox's Bazar (11927)	2018	6	25.41
7063	Cox's Bazar (11927)	2018	7	25.50
7064	Cox's Bazar (11927)	2018	8	25.66
7065	Cox's Bazar (11927)	2018	9	25.45
7066	Cox's Bazar (11927)	2018	10	23.47
7067	Cox's Bazar (11927)	2018	11	20.03
7068	Cox's Bazar (11927)	2018	12	17.33
7069	Cox's Bazar (11927)	2019	1	15.50
7070	Cox's Bazar (11927)	2019	2	18.24
7071	Cox's Bazar (11927)	2019	3	21.51
7072	Cox's Bazar (11927)	2019	4	24.53
7073	Cox's Bazar (11927)	2019	5	26.98
7074	Cox's Bazar (11927)	2019	6	26.34
7075	Cox's Bazar (11927)	2019	7	25.59
7076	Cox's Bazar (11927)	2019	8	25.84
7077	Cox's Bazar (11927)	2019	9	25.39
7078	Cox's Bazar (11927)	2019	10	25.09
7079	Cox's Bazar (11927)	2019	11	22.25
7080	Cox's Bazar (11927)	2019	12	16.76
7081	Cox's Bazar (11927)	2020	1	16.11
7082	Cox's Bazar (11927)	2020	2	16.50
7083	Cox's Bazar (11927)	2020	3	21.44
7084	Cox's Bazar (11927)	2020	4	24.24
7085	Cox's Bazar (11927)	2020	5	25.92
7086	Cox's Bazar (11927)	2020	6	25.82
7087	Cox's Bazar (11927)	2020	7	25.74
7088	Cox's Bazar (11927)	2020	8	25.50
7089	Cox's Bazar (11927)	2020	9	26.08
7090	Cox's Bazar (11927)	2020	10	25.70
7091	Cox's Bazar (11927)	2020	11	21.61
7092	Cox's Bazar (11927)	2020	12	17.04
7093	Cox's Bazar (11927)	2021	1	16.56
7094	Cox's Bazar (11927)	2021	2	17.60
7095	Cox's Bazar (11927)	2021	3	22.88
7096	Cox's Bazar (11927)	2021	4	24.71
7097	Cox's Bazar (11927)	2021	5	25.79
7098	Cox's Bazar (11927)	2021	6	25.21
7099	Cox's Bazar (11927)	2021	7	25.40
7100	Cox's Bazar (11927)	2021	8	25.53
7101	Cox's Bazar (11927)	2021	9	25.57
7102	Cox's Bazar (11927)	2021	10	25.45
7103	Cox's Bazar (11927)	2021	11	22.52
7104	Cox's Bazar (11927)	2021	12	18.48
7105	Cox's Bazar (11927)	2022	1	16.76
7106	Cox's Bazar (11927)	2022	2	16.49
7107	Cox's Bazar (11927)	2022	3	22.08
7108	Cox's Bazar (11927)	2022	4	25.61
7109	Cox's Bazar (11927)	2022	5	25.73
7110	Cox's Bazar (11927)	2022	6	25.23
7111	Cox's Bazar (11927)	2022	7	25.94
7112	Cox's Bazar (11927)	2022	8	25.75
7113	Cox's Bazar (11927)	2022	9	25.44
7114	Cox's Bazar (11927)	2022	10	24.98
7115	Cox's Bazar (11927)	2022	11	22.58
7116	Cox's Bazar (11927)	2022	12	18.92
7117	Teknaf (11929)	2000	1	14.58
7118	Teknaf (11929)	2000	2	17.04
7119	Teknaf (11929)	2000	3	20.68
7120	Teknaf (11929)	2000	4	24.34
7121	Teknaf (11929)	2000	5	24.78
7122	Teknaf (11929)	2000	6	25.39
7123	Teknaf (11929)	2000	7	25.24
7124	Teknaf (11929)	2000	8	25.40
7125	Teknaf (11929)	2000	9	24.83
7126	Teknaf (11929)	2000	10	24.82
7127	Teknaf (11929)	2000	11	20.60
7128	Teknaf (11929)	2000	12	15.85
7129	Teknaf (11929)	2001	1	13.59
7130	Teknaf (11929)	2001	2	17.18
7131	Teknaf (11929)	2001	3	20.69
7132	Teknaf (11929)	2001	4	24.55
7133	Teknaf (11929)	2001	5	24.89
7134	Teknaf (11929)	2001	6	25.14
7135	Teknaf (11929)	2001	7	25.43
7136	Teknaf (11929)	2001	8	25.74
7137	Teknaf (11929)	2001	9	25.44
7138	Teknaf (11929)	2001	10	25.20
7139	Teknaf (11929)	2001	11	22.20
7140	Teknaf (11929)	2001	12	16.01
7141	Teknaf (11929)	2002	1	16.06
7142	Teknaf (11929)	2002	2	16.48
7143	Teknaf (11929)	2002	3	20.20
7144	Teknaf (11929)	2002	4	23.64
7145	Teknaf (11929)	2002	5	24.93
7146	Teknaf (11929)	2002	6	25.67
7147	Teknaf (11929)	2002	7	25.24
7148	Teknaf (11929)	2002	8	25.52
7149	Teknaf (11929)	2002	9	25.54
7150	Teknaf (11929)	2002	10	24.10
7151	Teknaf (11929)	2002	11	21.65
7152	Teknaf (11929)	2002	12	16.72
7153	Teknaf (11929)	2003	1	14.24
7154	Teknaf (11929)	2003	2	16.86
7155	Teknaf (11929)	2003	3	19.46
7156	Teknaf (11929)	2003	4	24.83
7157	Teknaf (11929)	2003	5	25.93
7158	Teknaf (11929)	2003	6	24.57
7159	Teknaf (11929)	2003	7	25.70
7160	Teknaf (11929)	2003	8	25.50
7161	Teknaf (11929)	2003	9	25.49
7162	Teknaf (11929)	2003	10	25.12
7163	Teknaf (11929)	2003	11	18.95
7164	Teknaf (11929)	2003	12	17.28
7165	Teknaf (11929)	2004	1	15.16
7166	Teknaf (11929)	2004	2	15.62
7167	Teknaf (11929)	2004	3	21.23
7168	Teknaf (11929)	2004	4	24.19
7169	Teknaf (11929)	2004	5	25.31
7170	Teknaf (11929)	2004	6	25.77
7171	Teknaf (11929)	2004	7	25.32
7172	Teknaf (11929)	2004	8	25.39
7173	Teknaf (11929)	2004	9	25.31
7174	Teknaf (11929)	2004	10	24.23
7175	Teknaf (11929)	2004	11	19.55
7176	Teknaf (11929)	2004	12	17.04
7177	Teknaf (11929)	2005	1	15.16
7178	Teknaf (11929)	2005	2	18.33
7179	Teknaf (11929)	2005	3	21.74
7180	Teknaf (11929)	2005	4	24.73
7181	Teknaf (11929)	2005	5	25.67
7182	Teknaf (11929)	2005	6	26.37
7183	Teknaf (11929)	2005	7	25.55
7184	Teknaf (11929)	2005	8	25.18
7185	Teknaf (11929)	2005	9	25.49
7186	Teknaf (11929)	2005	10	25.10
7187	Teknaf (11929)	2005	11	20.72
7188	Teknaf (11929)	2005	12	18.91
7189	Teknaf (11929)	2006	1	14.74
7190	Teknaf (11929)	2006	2	17.47
7191	Teknaf (11929)	2006	3	21.07
7192	Teknaf (11929)	2006	4	24.31
7193	Teknaf (11929)	2006	5	25.40
7194	Teknaf (11929)	2006	6	26.07
7195	Teknaf (11929)	2006	7	25.49
7196	Teknaf (11929)	2006	8	24.92
7197	Teknaf (11929)	2006	9	25.25
7198	Teknaf (11929)	2006	10	25.20
7199	Teknaf (11929)	2006	11	21.37
7200	Teknaf (11929)	2006	12	16.17
7201	Teknaf (11929)	2007	1	13.68
7202	Teknaf (11929)	2007	2	17.20
7203	Teknaf (11929)	2007	3	19.50
7204	Teknaf (11929)	2007	4	23.61
7205	Teknaf (11929)	2007	5	25.86
7206	Teknaf (11929)	2007	6	26.08
7207	Teknaf (11929)	2007	7	25.35
7208	Teknaf (11929)	2007	8	25.40
7209	Teknaf (11929)	2007	9	25.50
7210	Teknaf (11929)	2007	10	23.97
7211	Teknaf (11929)	2007	11	22.42
7212	Teknaf (11929)	2007	12	16.26
7213	Teknaf (11929)	2008	1	15.34
7214	Teknaf (11929)	2008	2	15.44
7215	Teknaf (11929)	2008	3	20.63
7216	Teknaf (11929)	2008	4	23.18
7217	Teknaf (11929)	2008	5	24.45
7218	Teknaf (11929)	2008	6	24.95
7219	Teknaf (11929)	2008	7	24.78
7220	Teknaf (11929)	2008	8	25.08
7221	Teknaf (11929)	2008	9	25.10
7222	Teknaf (11929)	2008	10	24.29
7223	Teknaf (11929)	2008	11	20.52
7224	Teknaf (11929)	2008	12	17.64
7225	Teknaf (11929)	2009	1	15.51
7226	Teknaf (11929)	2009	2	16.25
7227	Teknaf (11929)	2009	3	20.73
7228	Teknaf (11929)	2009	4	24.72
7229	Teknaf (11929)	2009	5	25.63
7230	Teknaf (11929)	2009	6	25.81
7231	Teknaf (11929)	2009	7	25.36
7232	Teknaf (11929)	2009	8	25.54
7233	Teknaf (11929)	2009	9	25.35
7234	Teknaf (11929)	2009	10	24.14
7235	Teknaf (11929)	2009	11	21.58
7236	Teknaf (11929)	2009	12	16.46
7237	Teknaf (11929)	2010	1	14.45
7238	Teknaf (11929)	2010	2	16.89
7239	Teknaf (11929)	2010	3	21.81
7240	Teknaf (11929)	2010	4	26.11
7241	Teknaf (11929)	2010	5	26.45
7242	Teknaf (11929)	2010	6	25.98
7243	Teknaf (11929)	2010	7	25.75
7244	Teknaf (11929)	2010	8	25.63
7245	Teknaf (11929)	2010	9	25.69
7246	Teknaf (11929)	2010	10	25.36
7247	Teknaf (11929)	2010	11	21.70
7248	Teknaf (11929)	2010	12	16.65
7249	Teknaf (11929)	2011	1	14.85
7250	Teknaf (11929)	2011	2	16.81
7251	Teknaf (11929)	2011	3	19.27
7252	Teknaf (11929)	2011	4	23.54
7253	Teknaf (11929)	2011	5	25.04
7254	Teknaf (11929)	2011	6	25.36
7255	Teknaf (11929)	2011	7	25.63
7256	Teknaf (11929)	2011	8	25.34
7257	Teknaf (11929)	2011	9	25.17
7258	Teknaf (11929)	2011	10	24.35
7259	Teknaf (11929)	2011	11	18.28
7260	Teknaf (11929)	2011	12	16.39
7261	Teknaf (11929)	2012	1	15.28
7262	Teknaf (11929)	2012	2	16.28
7263	Teknaf (11929)	2012	3	20.87
7264	Teknaf (11929)	2012	4	24.30
7265	Teknaf (11929)	2012	5	25.97
7266	Teknaf (11929)	2012	6	25.72
7267	Teknaf (11929)	2012	7	25.28
7268	Teknaf (11929)	2012	8	25.50
7269	Teknaf (11929)	2012	9	25.65
7270	Teknaf (11929)	2012	10	24.39
7271	Teknaf (11929)	2012	11	21.34
7272	Teknaf (11929)	2012	12	15.79
7273	Teknaf (11929)	2013	1	14.14
7274	Teknaf (11929)	2013	2	16.48
7275	Teknaf (11929)	2013	3	20.62
7276	Teknaf (11929)	2013	4	24.23
7277	Teknaf (11929)	2013	5	24.81
7278	Teknaf (11929)	2013	6	25.81
7279	Teknaf (11929)	2013	7	25.32
7280	Teknaf (11929)	2013	8	25.38
7281	Teknaf (11929)	2013	9	25.74
7282	Teknaf (11929)	2013	10	24.78
7283	Teknaf (11929)	2013	11	19.98
7284	Teknaf (11929)	2013	12	16.53
7285	Teknaf (11929)	2014	1	13.94
7286	Teknaf (11929)	2014	2	15.91
7287	Teknaf (11929)	2014	3	20.41
7288	Teknaf (11929)	2014	4	25.20
7289	Teknaf (11929)	2014	5	26.85
7290	Teknaf (11929)	2014	6	26.42
7291	Teknaf (11929)	2014	7	26.02
7292	Teknaf (11929)	2014	8	25.36
7293	Teknaf (11929)	2014	9	25.39
7294	Teknaf (11929)	2014	10	24.48
7295	Teknaf (11929)	2014	11	20.48
7296	Teknaf (11929)	2014	12	15.45
7297	Teknaf (11929)	2015	1	16.02
7298	Teknaf (11929)	2015	2	15.86
7299	Teknaf (11929)	2015	3	20.53
7300	Teknaf (11929)	2015	4	23.98
7301	Teknaf (11929)	2015	5	26.09
7302	Teknaf (11929)	2015	6	25.49
7303	Teknaf (11929)	2015	7	25.36
7304	Teknaf (11929)	2015	8	25.64
7305	Teknaf (11929)	2015	9	25.84
7306	Teknaf (11929)	2015	10	24.14
7307	Teknaf (11929)	2015	11	20.77
7308	Teknaf (11929)	2015	12	16.83
7309	Teknaf (11929)	2016	1	14.02
7310	Teknaf (11929)	2016	2	18.20
7311	Teknaf (11929)	2016	3	21.78
7312	Teknaf (11929)	2016	4	25.96
7313	Teknaf (11929)	2016	5	25.95
7314	Teknaf (11929)	2016	6	25.93
7315	Teknaf (11929)	2016	7	25.32
7316	Teknaf (11929)	2016	8	25.37
7317	Teknaf (11929)	2016	9	25.87
7318	Teknaf (11929)	2016	10	25.21
7319	Teknaf (11929)	2016	11	20.40
7320	Teknaf (11929)	2016	12	17.73
7321	Teknaf (11929)	2017	1	14.25
7322	Teknaf (11929)	2017	2	16.10
7323	Teknaf (11929)	2017	3	21.16
7324	Teknaf (11929)	2017	4	24.16
7325	Teknaf (11929)	2017	5	26.41
7326	Teknaf (11929)	2017	6	26.56
7327	Teknaf (11929)	2017	7	25.80
7328	Teknaf (11929)	2017	8	25.95
7329	Teknaf (11929)	2017	9	26.02
7330	Teknaf (11929)	2017	10	26.18
7331	Teknaf (11929)	2017	11	23.90
7332	Teknaf (11929)	2017	12	17.83
7333	Teknaf (11929)	2018	1	13.55
7334	Teknaf (11929)	2018	2	17.03
7335	Teknaf (11929)	2018	3	20.84
7336	Teknaf (11929)	2018	4	23.96
7337	Teknaf (11929)	2018	5	25.71
7338	Teknaf (11929)	2018	6	25.80
7339	Teknaf (11929)	2018	7	25.49
7340	Teknaf (11929)	2018	8	25.44
7341	Teknaf (11929)	2018	9	25.22
7342	Teknaf (11929)	2018	10	23.52
7343	Teknaf (11929)	2018	11	19.00
7344	Teknaf (11929)	2018	12	16.58
7345	Teknaf (11929)	2019	1	13.52
7346	Teknaf (11929)	2019	2	15.91
7347	Teknaf (11929)	2019	3	20.29
7348	Teknaf (11929)	2019	4	22.50
7349	Teknaf (11929)	2019	5	26.90
7350	Teknaf (11929)	2019	6	25.74
7351	Teknaf (11929)	2019	7	24.71
7352	Teknaf (11929)	2019	8	25.05
7353	Teknaf (11929)	2019	9	24.91
7354	Teknaf (11929)	2019	10	24.83
7355	Teknaf (11929)	2019	11	21.59
7356	Teknaf (11929)	2019	12	16.04
7357	Teknaf (11929)	2020	1	14.70
7358	Teknaf (11929)	2020	2	14.59
7359	Teknaf (11929)	2020	3	20.55
7360	Teknaf (11929)	2020	4	24.08
7361	Teknaf (11929)	2020	5	25.21
7362	Teknaf (11929)	2020	6	24.85
7363	Teknaf (11929)	2020	7	24.80
7364	Teknaf (11929)	2020	8	24.54
7365	Teknaf (11929)	2020	9	24.94
7366	Teknaf (11929)	2020	10	24.48
7367	Teknaf (11929)	2020	11	21.43
7368	Teknaf (11929)	2020	12	14.63
7369	Teknaf (11929)	2021	1	14.87
7370	Teknaf (11929)	2021	2	15.59
7371	Teknaf (11929)	2021	3	21.47
7372	Teknaf (11929)	2021	4	24.02
7373	Teknaf (11929)	2021	5	26.31
7374	Teknaf (11929)	2021	6	25.88
7375	Teknaf (11929)	2021	7	25.41
7376	Teknaf (11929)	2021	8	25.83
7377	Teknaf (11929)	2021	9	26.23
7378	Teknaf (11929)	2021	10	24.97
7379	Teknaf (11929)	2021	11	22.81
7380	Teknaf (11929)	2021	12	17.97
7381	Teknaf (11929)	2022	1	14.74
7382	Teknaf (11929)	2022	2	16.16
7383	Teknaf (11929)	2022	3	21.26
7384	Teknaf (11929)	2022	4	25.60
7385	Teknaf (11929)	2022	5	25.83
7386	Teknaf (11929)	2022	6	25.40
7387	Teknaf (11929)	2022	7	25.75
7388	Teknaf (11929)	2022	8	25.49
7389	Teknaf (11929)	2022	9	25.84
7390	Teknaf (11929)	2022	10	25.55
7391	Teknaf (11929)	2022	11	20.63
7392	Teknaf (11929)	2022	12	18.09
7393	Rangamati (12007)	2000	1	12.56
7394	Rangamati (12007)	2000	2	14.35
7395	Rangamati (12007)	2000	3	19.33
7396	Rangamati (12007)	2000	4	22.45
7397	Rangamati (12007)	2000	5	23.29
7398	Rangamati (12007)	2000	6	24.72
7399	Rangamati (12007)	2000	7	24.83
7400	Rangamati (12007)	2000	8	24.55
7401	Rangamati (12007)	2000	9	24.66
7402	Rangamati (12007)	2000	10	23.79
7403	Rangamati (12007)	2000	11	19.12
7404	Rangamati (12007)	2000	12	14.21
7405	Rangamati (12007)	2001	1	11.21
7406	Rangamati (12007)	2001	2	15.09
7407	Rangamati (12007)	2001	3	18.45
7408	Rangamati (12007)	2001	4	23.25
7409	Rangamati (12007)	2001	5	23.57
7410	Rangamati (12007)	2001	6	24.66
7411	Rangamati (12007)	2001	7	24.93
7412	Rangamati (12007)	2001	8	25.39
7413	Rangamati (12007)	2001	9	24.68
7414	Rangamati (12007)	2001	10	24.13
7415	Rangamati (12007)	2001	11	20.91
7416	Rangamati (12007)	2001	12	14.94
7417	Rangamati (12007)	2002	1	13.88
7418	Rangamati (12007)	2002	2	14.30
7419	Rangamati (12007)	2002	3	18.25
7420	Rangamati (12007)	2002	4	22.28
7421	Rangamati (12007)	2002	5	23.10
7422	Rangamati (12007)	2002	6	24.84
7423	Rangamati (12007)	2002	7	25.22
7424	Rangamati (12007)	2002	8	24.70
7425	Rangamati (12007)	2002	9	24.59
7426	Rangamati (12007)	2002	10	22.70
7427	Rangamati (12007)	2002	11	19.97
7428	Rangamati (12007)	2002	12	15.17
7429	Rangamati (12007)	2003	1	12.29
7430	Rangamati (12007)	2003	2	15.35
7431	Rangamati (12007)	2003	3	17.74
7432	Rangamati (12007)	2003	4	23.10
7433	Rangamati (12007)	2003	5	24.01
7434	Rangamati (12007)	2003	6	24.39
7435	Rangamati (12007)	2003	7	25.36
7436	Rangamati (12007)	2003	8	25.19
7437	Rangamati (12007)	2003	9	24.88
7438	Rangamati (12007)	2003	10	24.14
7439	Rangamati (12007)	2003	11	17.86
7440	Rangamati (12007)	2003	12	15.55
7441	Rangamati (12007)	2004	1	13.04
7442	Rangamati (12007)	2004	2	14.10
7443	Rangamati (12007)	2004	3	20.30
7444	Rangamati (12007)	2004	4	22.35
7445	Rangamati (12007)	2004	5	25.50
7446	Rangamati (12007)	2004	6	24.99
7447	Rangamati (12007)	2004	7	24.59
7448	Rangamati (12007)	2004	8	24.94
7449	Rangamati (12007)	2004	9	24.35
7450	Rangamati (12007)	2004	10	22.77
7451	Rangamati (12007)	2004	11	18.03
7452	Rangamati (12007)	2004	12	15.28
7453	Rangamati (12007)	2005	1	12.89
7454	Rangamati (12007)	2005	2	16.74
7455	Rangamati (12007)	2005	3	20.77
7456	Rangamati (12007)	2005	4	22.94
7457	Rangamati (12007)	2005	5	23.15
7458	Rangamati (12007)	2005	6	25.81
7459	Rangamati (12007)	2005	7	24.94
7460	Rangamati (12007)	2005	8	25.06
7461	Rangamati (12007)	2005	9	24.89
7462	Rangamati (12007)	2005	10	23.71
7463	Rangamati (12007)	2005	11	18.48
7464	Rangamati (12007)	2005	12	16.12
7465	Rangamati (12007)	2006	1	12.91
7466	Rangamati (12007)	2006	2	17.14
7467	Rangamati (12007)	2006	3	19.91
7468	Rangamati (12007)	2006	4	23.56
7469	Rangamati (12007)	2006	5	23.75
7470	Rangamati (12007)	2006	6	25.12
7471	Rangamati (12007)	2006	7	25.27
7472	Rangamati (12007)	2006	8	24.86
7473	Rangamati (12007)	2006	9	24.52
7474	Rangamati (12007)	2006	10	23.89
7475	Rangamati (12007)	2006	11	19.32
7476	Rangamati (12007)	2006	12	14.16
7477	Rangamati (12007)	2007	1	11.55
7478	Rangamati (12007)	2007	2	14.69
7479	Rangamati (12007)	2007	3	17.14
7480	Rangamati (12007)	2007	4	22.23
7481	Rangamati (12007)	2007	5	24.55
7482	Rangamati (12007)	2007	6	24.83
7483	Rangamati (12007)	2007	7	24.86
7484	Rangamati (12007)	2007	8	24.92
7485	Rangamati (12007)	2007	9	24.70
7486	Rangamati (12007)	2007	10	22.52
7487	Rangamati (12007)	2007	11	20.67
7488	Rangamati (12007)	2007	12	14.59
7489	Rangamati (12007)	2008	1	13.23
7490	Rangamati (12007)	2008	2	13.17
7491	Rangamati (12007)	2008	3	20.51
7492	Rangamati (12007)	2008	4	22.74
7493	Rangamati (12007)	2008	5	24.30
7494	Rangamati (12007)	2008	6	25.02
7495	Rangamati (12007)	2008	7	24.66
7496	Rangamati (12007)	2008	8	24.58
