Title: Maximum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
6996	Cox's Bazar (11927)	2009	1	28.62
6997	Cox's Bazar (11927)	2009	2	30.82
6998	Cox's Bazar (11927)	2009	3	32.89
6999	Cox's Bazar (11927)	2009	4	33.42
7000	Cox's Bazar (11927)	2009	5	33.89
7001	Cox's Bazar (11927)	2009	6	32.86
7002	Cox's Bazar (11927)	2009	7	30.66
7003	Cox's Bazar (11927)	2009	8	31.27
7004	Cox's Bazar (11927)	2009	9	32.46
7005	Cox's Bazar (11927)	2009	10	32.77
7006	Cox's Bazar (11927)	2009	11	31.65
7007	Cox's Bazar (11927)	2009	12	28.30
7008	Cox's Bazar (11927)	2010	1	27.22
7009	Cox's Bazar (11927)	2010	2	30.36
7010	Cox's Bazar (11927)	2010	3	32.99
7011	Cox's Bazar (11927)	2010	4	34.04
7012	Cox's Bazar (11927)	2010	5	33.70
7013	Cox's Bazar (11927)	2010	6	32.25
7014	Cox's Bazar (11927)	2010	7	31.78
7015	Cox's Bazar (11927)	2010	8	32.31
7016	Cox's Bazar (11927)	2010	9	32.15
7017	Cox's Bazar (11927)	2010	10	32.35
7018	Cox's Bazar (11927)	2010	11	31.73
7019	Cox's Bazar (11927)	2010	12	28.42
7020	Cox's Bazar (11927)	2011	1	26.95
7021	Cox's Bazar (11927)	2011	2	30.30
7022	Cox's Bazar (11927)	2011	3	32.26
7023	Cox's Bazar (11927)	2011	4	32.95
7024	Cox's Bazar (11927)	2011	5	32.52
7025	Cox's Bazar (11927)	2011	6	31.28
7026	Cox's Bazar (11927)	2011	7	31.16
7027	Cox's Bazar (11927)	2011	8	30.87
7028	Cox's Bazar (11927)	2011	9	31.07
7029	Cox's Bazar (11927)	2011	10	32.10
7030	Cox's Bazar (11927)	2011	11	30.73
7031	Cox's Bazar (11927)	2011	12	27.59
7032	Cox's Bazar (11927)	2012	1	27.58
7033	Cox's Bazar (11927)	2012	2	30.49
7034	Cox's Bazar (11927)	2012	3	31.21
7035	Cox's Bazar (11927)	2012	4	32.81
7036	Cox's Bazar (11927)	2012	5	33.51
7037	Cox's Bazar (11927)	2012	6	31.87
7038	Cox's Bazar (11927)	2012	7	30.52
7039	Cox's Bazar (11927)	2012	8	31.41
7040	Cox's Bazar (11927)	2012	9	32.17
7041	Cox's Bazar (11927)	2012	10	32.39
7042	Cox's Bazar (11927)	2012	11	30.61
7043	Cox's Bazar (11927)	2012	12	27.25
7044	Cox's Bazar (11927)	2013	1	26.84
7045	Cox's Bazar (11927)	2013	2	30.67
7046	Cox's Bazar (11927)	2013	3	32.25
7047	Cox's Bazar (11927)	2013	4	33.80
7048	Cox's Bazar (11927)	2013	5	31.81
7049	Cox's Bazar (11927)	2013	6	32.41
7050	Cox's Bazar (11927)	2013	7	31.64
7051	Cox's Bazar (11927)	2013	8	31.21
7052	Cox's Bazar (11927)	2013	9	31.92
7053	Cox's Bazar (11927)	2013	10	31.26
7054	Cox's Bazar (11927)	2013	11	31.22
7055	Cox's Bazar (11927)	2013	12	28.36
7056	Cox's Bazar (11927)	2014	1	27.77
7057	Cox's Bazar (11927)	2014	2	29.34
7058	Cox's Bazar (11927)	2014	3	32.36
7059	Cox's Bazar (11927)	2014	4	34.91
7060	Cox's Bazar (11927)	2014	5	34.64
7061	Cox's Bazar (11927)	2014	6	32.62
7062	Cox's Bazar (11927)	2014	7	31.60
7063	Cox's Bazar (11927)	2014	8	30.85
7064	Cox's Bazar (11927)	2014	9	31.95
7065	Cox's Bazar (11927)	2014	10	33.12
7066	Cox's Bazar (11927)	2014	11	31.55
7067	Cox's Bazar (11927)	2014	12	28.54
7068	Cox's Bazar (11927)	2015	1	27.47
7069	Cox's Bazar (11927)	2015	2	29.49
7070	Cox's Bazar (11927)	2015	3	32.70
7071	Cox's Bazar (11927)	2015	4	32.90
7072	Cox's Bazar (11927)	2015	5	33.70
7073	Cox's Bazar (11927)	2015	6	30.88
7074	Cox's Bazar (11927)	2015	7	29.66
7075	Cox's Bazar (11927)	2015	8	30.92
7076	Cox's Bazar (11927)	2015	9	31.93
7077	Cox's Bazar (11927)	2015	10	31.62
7078	Cox's Bazar (11927)	2015	11	30.21
7079	Cox's Bazar (11927)	2015	12	26.81
7080	Cox's Bazar (11927)	2016	1	26.27
7081	Cox's Bazar (11927)	2016	2	30.26
7082	Cox's Bazar (11927)	2016	3	32.93
7083	Cox's Bazar (11927)	2016	4	32.62
7084	Cox's Bazar (11927)	2016	5	32.93
7085	Cox's Bazar (11927)	2016	6	32.02
7086	Cox's Bazar (11927)	2016	7	30.20
7087	Cox's Bazar (11927)	2016	8	31.09
7088	Cox's Bazar (11927)	2016	9	31.71
7089	Cox's Bazar (11927)	2016	10	31.91
7090	Cox's Bazar (11927)	2016	11	30.32
7091	Cox's Bazar (11927)	2016	12	29.33
7092	Cox's Bazar (11927)	2017	1	28.13
7093	Cox's Bazar (11927)	2017	2	30.53
7094	Cox's Bazar (11927)	2017	3	30.32
7095	Cox's Bazar (11927)	2017	4	31.69
7096	Cox's Bazar (11927)	2017	5	33.66
7097	Cox's Bazar (11927)	2017	6	31.66
7098	Cox's Bazar (11927)	2017	7	30.24
7099	Cox's Bazar (11927)	2017	8	30.99
7100	Cox's Bazar (11927)	2017	9	31.36
7101	Cox's Bazar (11927)	2017	10	31.63
7102	Cox's Bazar (11927)	2017	11	31.07
7103	Cox's Bazar (11927)	2017	12	28.89
7104	Cox's Bazar (11927)	2018	1	25.95
7105	Cox's Bazar (11927)	2018	2	29.85
7106	Cox's Bazar (11927)	2018	3	32.15
7107	Cox's Bazar (11927)	2018	4	33.54
7108	Cox's Bazar (11927)	2018	5	32.42
7109	Cox's Bazar (11927)	2018	6	31.29
7110	Cox's Bazar (11927)	2018	7	30.73
7111	Cox's Bazar (11927)	2018	8	31.59
7112	Cox's Bazar (11927)	2018	9	32.30
7113	Cox's Bazar (11927)	2018	10	30.42
7114	Cox's Bazar (11927)	2018	11	30.65
7115	Cox's Bazar (11927)	2018	12	27.43
7116	Cox's Bazar (11927)	2019	1	28.21
7117	Cox's Bazar (11927)	2019	2	29.60
7118	Cox's Bazar (11927)	2019	3	31.29
7119	Cox's Bazar (11927)	2019	4	33.77
7120	Cox's Bazar (11927)	2019	5	34.22
7121	Cox's Bazar (11927)	2019	6	32.59
7122	Cox's Bazar (11927)	2019	7	31.01
7123	Cox's Bazar (11927)	2019	8	31.50
7124	Cox's Bazar (11927)	2019	9	31.46
7125	Cox's Bazar (11927)	2019	10	32.41
7126	Cox's Bazar (11927)	2019	11	31.30
7127	Cox's Bazar (11927)	2019	12	27.64
7128	Cox's Bazar (11927)	2020	1	26.47
7129	Cox's Bazar (11927)	2020	2	28.37
7130	Cox's Bazar (11927)	2020	3	32.74
7131	Cox's Bazar (11927)	2020	4	33.09
7132	Cox's Bazar (11927)	2020	5	33.22
7133	Cox's Bazar (11927)	2020	6	31.51
7134	Cox's Bazar (11927)	2020	7	31.14
7135	Cox's Bazar (11927)	2020	8	30.75
7136	Cox's Bazar (11927)	2020	9	32.47
7137	Cox's Bazar (11927)	2020	10	32.80
7138	Cox's Bazar (11927)	2020	11	31.24
7139	Cox's Bazar (11927)	2020	12	28.03
7140	Cox's Bazar (11927)	2021	1	28.35
7141	Cox's Bazar (11927)	2021	2	29.36
7142	Cox's Bazar (11927)	2021	3	32.91
7143	Cox's Bazar (11927)	2021	4	33.67
7144	Cox's Bazar (11927)	2021	5	33.92
7145	Cox's Bazar (11927)	2021	6	30.86
7146	Cox's Bazar (11927)	2021	7	30.91
7147	Cox's Bazar (11927)	2021	8	30.95
7148	Cox's Bazar (11927)	2021	9	32.20
7149	Cox's Bazar (11927)	2021	10	32.93
7150	Cox's Bazar (11927)	2021	11	32.15
7151	Cox's Bazar (11927)	2021	12	28.59
7152	Cox's Bazar (11927)	2022	1	27.31
7153	Cox's Bazar (11927)	2022	2	28.61
7154	Cox's Bazar (11927)	2022	3	32.74
7155	Cox's Bazar (11927)	2022	4	33.43
7156	Cox's Bazar (11927)	2022	5	32.85
7157	Cox's Bazar (11927)	2022	6	31.26
7158	Cox's Bazar (11927)	2022	7	32.23
7159	Cox's Bazar (11927)	2022	8	32.35
7160	Cox's Bazar (11927)	2022	9	31.99
7161	Cox's Bazar (11927)	2022	10	33.03
7162	Cox's Bazar (11927)	2022	11	32.34
7163	Cox's Bazar (11927)	2022	12	29.99
7164	Teknaf (11929)	2000	1	28.04
7165	Teknaf (11929)	2000	2	29.15
7166	Teknaf (11929)	2000	3	30.68
7167	Teknaf (11929)	2000	4	32.50
7168	Teknaf (11929)	2000	5	31.40
7169	Teknaf (11929)	2000	6	30.85
7170	Teknaf (11929)	2000	7	30.06
7171	Teknaf (11929)	2000	8	30.57
7172	Teknaf (11929)	2000	9	30.83
7173	Teknaf (11929)	2000	10	31.22
7174	Teknaf (11929)	2000	11	30.41
7175	Teknaf (11929)	2000	12	27.79
7176	Teknaf (11929)	2001	1	26.83
7177	Teknaf (11929)	2001	2	29.31
7178	Teknaf (11929)	2001	3	32.83
7179	Teknaf (11929)	2001	4	33.26
7180	Teknaf (11929)	2001	5	32.28
7181	Teknaf (11929)	2001	6	29.12
7182	Teknaf (11929)	2001	7	29.93
7183	Teknaf (11929)	2001	8	30.56
7184	Teknaf (11929)	2001	9	31.14
7185	Teknaf (11929)	2001	10	31.95
7186	Teknaf (11929)	2001	11	30.28
7187	Teknaf (11929)	2001	12	28.35
7188	Teknaf (11929)	2002	1	27.97
7189	Teknaf (11929)	2002	2	30.28
7190	Teknaf (11929)	2002	3	32.62
7191	Teknaf (11929)	2002	4	32.20
7192	Teknaf (11929)	2002	5	32.56
7193	Teknaf (11929)	2002	6	30.89
7194	Teknaf (11929)	2002	7	30.10
7195	Teknaf (11929)	2002	8	30.55
7196	Teknaf (11929)	2002	9	31.46
7197	Teknaf (11929)	2002	10	31.47
7198	Teknaf (11929)	2002	11	29.84
7199	Teknaf (11929)	2002	12	28.06
7200	Teknaf (11929)	2003	1	27.10
7201	Teknaf (11929)	2003	2	29.75
7202	Teknaf (11929)	2003	3	30.76
7203	Teknaf (11929)	2003	4	32.82
7204	Teknaf (11929)	2003	5	32.25
7205	Teknaf (11929)	2003	6	29.51
7206	Teknaf (11929)	2003	7	30.86
7207	Teknaf (11929)	2003	8	30.97
7208	Teknaf (11929)	2003	9	30.91
7209	Teknaf (11929)	2003	10	31.95
7210	Teknaf (11929)	2003	11	30.44
7211	Teknaf (11929)	2003	12	28.73
7212	Teknaf (11929)	2004	1	27.48
7213	Teknaf (11929)	2004	2	28.84
7214	Teknaf (11929)	2004	3	31.05
7215	Teknaf (11929)	2004	4	31.70
7216	Teknaf (11929)	2004	5	32.93
7217	Teknaf (11929)	2004	6	30.97
7218	Teknaf (11929)	2004	7	30.08
7219	Teknaf (11929)	2004	8	29.84
7220	Teknaf (11929)	2004	9	30.59
7221	Teknaf (11929)	2004	10	30.96
7222	Teknaf (11929)	2004	11	30.36
7223	Teknaf (11929)	2004	12	28.77
7224	Teknaf (11929)	2005	1	27.99
7225	Teknaf (11929)	2005	2	29.95
7226	Teknaf (11929)	2005	3	31.18
7227	Teknaf (11929)	2005	4	32.84
7228	Teknaf (11929)	2005	5	33.22
7229	Teknaf (11929)	2005	6	31.26
7230	Teknaf (11929)	2005	7	30.47
7231	Teknaf (11929)	2005	8	29.53
7232	Teknaf (11929)	2005	9	31.12
7233	Teknaf (11929)	2005	10	32.09
7234	Teknaf (11929)	2005	11	30.19
7235	Teknaf (11929)	2005	12	28.61
7236	Teknaf (11929)	2006	1	27.96
7237	Teknaf (11929)	2006	2	29.69
7238	Teknaf (11929)	2006	3	31.89
7239	Teknaf (11929)	2006	4	32.41
7240	Teknaf (11929)	2006	5	31.91
7241	Teknaf (11929)	2006	6	31.47
7242	Teknaf (11929)	2006	7	30.32
7243	Teknaf (11929)	2006	8	30.46
7244	Teknaf (11929)	2006	9	30.65
7245	Teknaf (11929)	2006	10	32.01
7246	Teknaf (11929)	2006	11	30.93
7247	Teknaf (11929)	2006	12	28.36
7248	Teknaf (11929)	2007	1	27.38
7249	Teknaf (11929)	2007	2	28.99
7250	Teknaf (11929)	2007	3	31.07
7251	Teknaf (11929)	2007	4	31.76
7252	Teknaf (11929)	2007	5	31.85
7253	Teknaf (11929)	2007	6	31.65
7254	Teknaf (11929)	2007	7	29.26
7255	Teknaf (11929)	2007	8	30.10
7256	Teknaf (11929)	2007	9	30.46
7257	Teknaf (11929)	2007	10	30.55
7258	Teknaf (11929)	2007	11	29.95
7259	Teknaf (11929)	2007	12	27.72
7260	Teknaf (11929)	2008	1	27.39
7261	Teknaf (11929)	2008	2	27.58
7262	Teknaf (11929)	2008	3	30.03
7263	Teknaf (11929)	2008	4	32.90
7264	Teknaf (11929)	2008	5	32.75
7265	Teknaf (11929)	2008	6	30.74
7266	Teknaf (11929)	2008	7	29.36
7267	Teknaf (11929)	2008	8	30.04
7268	Teknaf (11929)	2008	9	31.06
7269	Teknaf (11929)	2008	10	31.73
7270	Teknaf (11929)	2008	11	30.98
7271	Teknaf (11929)	2008	12	28.57
7272	Teknaf (11929)	2009	1	28.33
7273	Teknaf (11929)	2009	2	30.00
7274	Teknaf (11929)	2009	3	31.64
7275	Teknaf (11929)	2009	4	32.66
7276	Teknaf (11929)	2009	5	33.02
7277	Teknaf (11929)	2009	6	31.60
7278	Teknaf (11929)	2009	7	29.64
7279	Teknaf (11929)	2009	8	30.37
7280	Teknaf (11929)	2009	9	31.45
7281	Teknaf (11929)	2009	10	31.66
7282	Teknaf (11929)	2009	11	30.62
7283	Teknaf (11929)	2009	12	27.98
7284	Teknaf (11929)	2010	1	27.83
7285	Teknaf (11929)	2010	2	29.84
7286	Teknaf (11929)	2010	3	31.77
7287	Teknaf (11929)	2010	4	32.97
7288	Teknaf (11929)	2010	5	32.70
7289	Teknaf (11929)	2010	6	31.39
7290	Teknaf (11929)	2010	7	30.61
7291	Teknaf (11929)	2010	8	30.91
7292	Teknaf (11929)	2010	9	31.28
7293	Teknaf (11929)	2010	10	31.28
7294	Teknaf (11929)	2010	11	30.83
7295	Teknaf (11929)	2010	12	27.74
7296	Teknaf (11929)	2011	1	27.07
7297	Teknaf (11929)	2011	2	29.22
7298	Teknaf (11929)	2011	3	30.73
7299	Teknaf (11929)	2011	4	31.29
7300	Teknaf (11929)	2011	5	31.80
7301	Teknaf (11929)	2011	6	29.91
7302	Teknaf (11929)	2011	7	30.37
7303	Teknaf (11929)	2011	8	29.70
7304	Teknaf (11929)	2011	9	29.95
7305	Teknaf (11929)	2011	10	31.63
7306	Teknaf (11929)	2011	11	30.55
7307	Teknaf (11929)	2011	12	27.73
7308	Teknaf (11929)	2012	1	27.71
7309	Teknaf (11929)	2012	2	29.98
7310	Teknaf (11929)	2012	3	30.83
7311	Teknaf (11929)	2012	4	31.69
7312	Teknaf (11929)	2012	5	32.43
7313	Teknaf (11929)	2012	6	30.60
7314	Teknaf (11929)	2012	7	29.17
7315	Teknaf (11929)	2012	8	29.87
7316	Teknaf (11929)	2012	9	31.10
7317	Teknaf (11929)	2012	10	31.30
7318	Teknaf (11929)	2012	11	29.93
7319	Teknaf (11929)	2012	12	27.38
7320	Teknaf (11929)	2013	1	26.53
7321	Teknaf (11929)	2013	2	30.47
7322	Teknaf (11929)	2013	3	31.08
7323	Teknaf (11929)	2013	4	31.95
7324	Teknaf (11929)	2013	5	30.71
7325	Teknaf (11929)	2013	6	31.02
7326	Teknaf (11929)	2013	7	30.24
7327	Teknaf (11929)	2013	8	30.17
7328	Teknaf (11929)	2013	9	30.48
7329	Teknaf (11929)	2013	10	30.80
7330	Teknaf (11929)	2013	11	30.82
7331	Teknaf (11929)	2013	12	27.55
7332	Teknaf (11929)	2014	1	27.43
7333	Teknaf (11929)	2014	2	28.62
7334	Teknaf (11929)	2014	3	31.32
7335	Teknaf (11929)	2014	4	32.93
7336	Teknaf (11929)	2014	5	34.02
7337	Teknaf (11929)	2014	6	32.26
7338	Teknaf (11929)	2014	7	31.17
7339	Teknaf (11929)	2014	8	30.06
7340	Teknaf (11929)	2014	9	30.94
7341	Teknaf (11929)	2014	10	32.40
7342	Teknaf (11929)	2014	11	30.63
7343	Teknaf (11929)	2014	12	28.44
7344	Teknaf (11929)	2015	1	27.56
7345	Teknaf (11929)	2015	2	29.78
7346	Teknaf (11929)	2015	3	31.65
7347	Teknaf (11929)	2015	4	32.40
7348	Teknaf (11929)	2015	5	32.79
7349	Teknaf (11929)	2015	6	30.43
7350	Teknaf (11929)	2015	7	29.68
7351	Teknaf (11929)	2015	8	30.85
7352	Teknaf (11929)	2015	9	31.61
7353	Teknaf (11929)	2015	10	31.43
7354	Teknaf (11929)	2015	11	30.88
7355	Teknaf (11929)	2015	12	27.95
7356	Teknaf (11929)	2016	1	26.95
7357	Teknaf (11929)	2016	2	30.12
7358	Teknaf (11929)	2016	3	32.33
7359	Teknaf (11929)	2016	4	33.15
7360	Teknaf (11929)	2016	5	33.17
7361	Teknaf (11929)	2016	6	31.91
7362	Teknaf (11929)	2016	7	30.14
7363	Teknaf (11929)	2016	8	30.20
7364	Teknaf (11929)	2016	9	31.70
7365	Teknaf (11929)	2016	10	32.22
7366	Teknaf (11929)	2016	11	30.63
7367	Teknaf (11929)	2016	12	29.95
7368	Teknaf (11929)	2017	1	29.06
7369	Teknaf (11929)	2017	2	30.52
7370	Teknaf (11929)	2017	3	30.37
7371	Teknaf (11929)	2017	4	31.77
7372	Teknaf (11929)	2017	5	33.38
7373	Teknaf (11929)	2017	6	31.57
7374	Teknaf (11929)	2017	7	30.31
7375	Teknaf (11929)	2017	8	31.14
7376	Teknaf (11929)	2017	9	31.63
7377	Teknaf (11929)	2017	10	31.71
7378	Teknaf (11929)	2017	11	31.15
7379	Teknaf (11929)	2017	12	28.91
7380	Teknaf (11929)	2018	1	26.47
7381	Teknaf (11929)	2018	2	29.68
7382	Teknaf (11929)	2018	3	31.36
7383	Teknaf (11929)	2018	4	32.74
7384	Teknaf (11929)	2018	5	33.14
7385	Teknaf (11929)	2018	6	31.11
7386	Teknaf (11929)	2018	7	30.67
7387	Teknaf (11929)	2018	8	31.12
7388	Teknaf (11929)	2018	9	32.12
7389	Teknaf (11929)	2018	10	30.63
7390	Teknaf (11929)	2018	11	30.79
7391	Teknaf (11929)	2018	12	28.37
7392	Teknaf (11929)	2019	1	28.55
7393	Teknaf (11929)	2019	2	29.68
7394	Teknaf (11929)	2019	3	31.48
7395	Teknaf (11929)	2019	4	33.44
7396	Teknaf (11929)	2019	5	34.11
7397	Teknaf (11929)	2019	6	32.40
7398	Teknaf (11929)	2019	7	30.61
7399	Teknaf (11929)	2019	8	31.57
7400	Teknaf (11929)	2019	9	31.57
7401	Teknaf (11929)	2019	10	32.42
7402	Teknaf (11929)	2019	11	31.88
7403	Teknaf (11929)	2019	12	28.59
7404	Teknaf (11929)	2020	1	27.63
7405	Teknaf (11929)	2020	2	28.80
7406	Teknaf (11929)	2020	3	32.24
7407	Teknaf (11929)	2020	4	33.26
7408	Teknaf (11929)	2020	5	33.34
7409	Teknaf (11929)	2020	6	31.77
7410	Teknaf (11929)	2020	7	31.21
7411	Teknaf (11929)	2020	8	30.59
7412	Teknaf (11929)	2020	9	31.72
7413	Teknaf (11929)	2020	10	32.78
7414	Teknaf (11929)	2020	11	31.13
7415	Teknaf (11929)	2020	12	29.24
7416	Teknaf (11929)	2021	1	28.55
7417	Teknaf (11929)	2021	2	29.41
7418	Teknaf (11929)	2021	3	32.23
7419	Teknaf (11929)	2021	4	33.65
7420	Teknaf (11929)	2021	5	34.21
7421	Teknaf (11929)	2021	6	30.61
7422	Teknaf (11929)	2021	7	30.58
7423	Teknaf (11929)	2021	8	31.35
7424	Teknaf (11929)	2021	9	31.92
7425	Teknaf (11929)	2021	10	31.83
7426	Teknaf (11929)	2021	11	31.61
7427	Teknaf (11929)	2021	12	29.62
7428	Teknaf (11929)	2022	1	28.92
7429	Teknaf (11929)	2022	2	29.90
7430	Teknaf (11929)	2022	3	33.29
7431	Teknaf (11929)	2022	4	33.49
7432	Teknaf (11929)	2022	5	32.94
7433	Teknaf (11929)	2022	6	31.72
7434	Teknaf (11929)	2022	7	31.96
7435	Teknaf (11929)	2022	8	31.75
7436	Teknaf (11929)	2022	9	31.51
7437	Teknaf (11929)	2022	10	32.40
7438	Teknaf (11929)	2022	11	31.58
7439	Teknaf (11929)	2022	12	30.21
7440	Rangamati (12007)	2000	1	25.86
7441	Rangamati (12007)	2000	2	26.86
7442	Rangamati (12007)	2000	3	30.47
7443	Rangamati (12007)	2000	4	32.98
7444	Rangamati (12007)	2000	5	31.49
7445	Rangamati (12007)	2000	6	31.54
7446	Rangamati (12007)	2000	7	31.55
7447	Rangamati (12007)	2000	8	31.52
7448	Rangamati (12007)	2000	9	31.97
7449	Rangamati (12007)	2000	10	31.73
7450	Rangamati (12007)	2000	11	29.99
7451	Rangamati (12007)	2000	12	26.87
7452	Rangamati (12007)	2001	1	26.28
7453	Rangamati (12007)	2001	2	30.15
7454	Rangamati (12007)	2001	3	34.12
7455	Rangamati (12007)	2001	4	35.72
7456	Rangamati (12007)	2001	5	32.49
7457	Rangamati (12007)	2001	6	31.37
7458	Rangamati (12007)	2001	7	32.00
7459	Rangamati (12007)	2001	8	32.99
7460	Rangamati (12007)	2001	9	33.05
7461	Rangamati (12007)	2001	10	32.23
7462	Rangamati (12007)	2001	11	29.49
7463	Rangamati (12007)	2001	12	27.05
7464	Rangamati (12007)	2002	1	26.95
7465	Rangamati (12007)	2002	2	30.74
7466	Rangamati (12007)	2002	3	33.77
7467	Rangamati (12007)	2002	4	32.84
7468	Rangamati (12007)	2002	5	32.22
7469	Rangamati (12007)	2002	6	32.47
7470	Rangamati (12007)	2002	7	31.16
7471	Rangamati (12007)	2002	8	32.08
7472	Rangamati (12007)	2002	9	33.12
7473	Rangamati (12007)	2002	10	32.10
7474	Rangamati (12007)	2002	11	29.27
7475	Rangamati (12007)	2002	12	27.16
7476	Rangamati (12007)	2003	1	25.04
7477	Rangamati (12007)	2003	2	29.92
7478	Rangamati (12007)	2003	3	32.11
7479	Rangamati (12007)	2003	4	34.73
7480	Rangamati (12007)	2003	5	33.67
7481	Rangamati (12007)	2003	6	30.90
7482	Rangamati (12007)	2003	7	32.75
7483	Rangamati (12007)	2003	8	33.26
7484	Rangamati (12007)	2003	9	33.10
7485	Rangamati (12007)	2003	10	32.79
7486	Rangamati (12007)	2003	11	30.88
7487	Rangamati (12007)	2003	12	27.89
7488	Rangamati (12007)	2004	1	26.27
7489	Rangamati (12007)	2004	2	30.12
7490	Rangamati (12007)	2004	3	33.03
7491	Rangamati (12007)	2004	4	32.52
7492	Rangamati (12007)	2004	5	34.83
7493	Rangamati (12007)	2004	6	32.00
7494	Rangamati (12007)	2004	7	31.67
7495	Rangamati (12007)	2004	8	33.06
7496	Rangamati (12007)	2004	9	31.86
7497	Rangamati (12007)	2004	10	31.59
7498	Rangamati (12007)	2004	11	30.40
7499	Rangamati (12007)	2004	12	29.02
7500	Rangamati (12007)	2005	1	27.17
7501	Rangamati (12007)	2005	2	31.46
7502	Rangamati (12007)	2005	3	31.78
7503	Rangamati (12007)	2005	4	34.15
7504	Rangamati (12007)	2005	5	32.85
7505	Rangamati (12007)	2005	6	33.27
7506	Rangamati (12007)	2005	7	31.85
7507	Rangamati (12007)	2005	8	30.99
7508	Rangamati (12007)	2005	9	32.45
7509	Rangamati (12007)	2005	10	32.16
7510	Rangamati (12007)	2005	11	29.07
7511	Rangamati (12007)	2005	12	26.90
7512	Rangamati (12007)	2006	1	26.53
7513	Rangamati (12007)	2006	2	31.36
7514	Rangamati (12007)	2006	3	34.39
7515	Rangamati (12007)	2006	4	35.07
7516	Rangamati (12007)	2006	5	33.02
7517	Rangamati (12007)	2006	6	32.32
7518	Rangamati (12007)	2006	7	31.58
7519	Rangamati (12007)	2006	8	32.86
7520	Rangamati (12007)	2006	9	32.46
7521	Rangamati (12007)	2006	10	32.44
7522	Rangamati (12007)	2006	11	30.08
7523	Rangamati (12007)	2006	12	27.24
7524	Rangamati (12007)	2007	1	25.80
7525	Rangamati (12007)	2007	2	27.82
7526	Rangamati (12007)	2007	3	32.70
7527	Rangamati (12007)	2007	4	32.92
7528	Rangamati (12007)	2007	5	33.57
7529	Rangamati (12007)	2007	6	32.28
7530	Rangamati (12007)	2007	7	30.72
7531	Rangamati (12007)	2007	8	32.30
7532	Rangamati (12007)	2007	9	31.37
7533	Rangamati (12007)	2007	10	31.29
7534	Rangamati (12007)	2007	11	29.46
7535	Rangamati (12007)	2007	12	26.26
7536	Rangamati (12007)	2008	1	26.02
7537	Rangamati (12007)	2008	2	27.07
7538	Rangamati (12007)	2008	3	32.40
7539	Rangamati (12007)	2008	4	35.86
7540	Rangamati (12007)	2008	5	34.74
7541	Rangamati (12007)	2008	6	32.30
7542	Rangamati (12007)	2008	7	31.25
7543	Rangamati (12007)	2008	8	31.54
7544	Rangamati (12007)	2008	9	32.68
7545	Rangamati (12007)	2008	10	32.20
7546	Rangamati (12007)	2008	11	29.83
7547	Rangamati (12007)	2008	12	27.49
7548	Rangamati (12007)	2009	1	27.75
7549	Rangamati (12007)	2009	2	30.91
7550	Rangamati (12007)	2009	3	34.19
7551	Rangamati (12007)	2009	4	35.38
7552	Rangamati (12007)	2009	5	34.33
7553	Rangamati (12007)	2009	6	33.10
7554	Rangamati (12007)	2009	7	31.41
7555	Rangamati (12007)	2009	8	31.36
7556	Rangamati (12007)	2009	9	32.18
7557	Rangamati (12007)	2009	10	31.45
7558	Rangamati (12007)	2009	11	29.74
7559	Rangamati (12007)	2009	12	26.71
7560	Rangamati (12007)	2010	1	26.65
7561	Rangamati (12007)	2010	2	29.59
7562	Rangamati (12007)	2010	3	34.29
7563	Rangamati (12007)	2010	4	33.83
7564	Rangamati (12007)	2010	5	32.89
7565	Rangamati (12007)	2010	6	32.20
7566	Rangamati (12007)	2010	7	32.59
7567	Rangamati (12007)	2010	8	32.87
7568	Rangamati (12007)	2010	9	32.45
7569	Rangamati (12007)	2010	10	32.27
7570	Rangamati (12007)	2010	11	30.46
7571	Rangamati (12007)	2010	12	26.68
7572	Rangamati (12007)	2011	1	25.79
7573	Rangamati (12007)	2011	2	30.03
7574	Rangamati (12007)	2011	3	32.94
7575	Rangamati (12007)	2011	4	33.74
7576	Rangamati (12007)	2011	5	33.43
7577	Rangamati (12007)	2011	6	32.16
7578	Rangamati (12007)	2011	7	32.16
7579	Rangamati (12007)	2011	8	31.66
7580	Rangamati (12007)	2011	9	32.37
7581	Rangamati (12007)	2011	10	32.24
7582	Rangamati (12007)	2011	11	29.79
7583	Rangamati (12007)	2011	12	26.70
7584	Rangamati (12007)	2012	1	26.43
7585	Rangamati (12007)	2012	2	30.49
7586	Rangamati (12007)	2012	3	33.16
7587	Rangamati (12007)	2012	4	32.86
7588	Rangamati (12007)	2012	5	33.95
7589	Rangamati (12007)	2012	6	32.17
7590	Rangamati (12007)	2012	7	31.03
7591	Rangamati (12007)	2012	8	32.63
7592	Rangamati (12007)	2012	9	33.12
7593	Rangamati (12007)	2012	10	31.89
7594	Rangamati (12007)	2012	11	28.99
7595	Rangamati (12007)	2012	12	26.21
7596	Rangamati (12007)	2013	1	25.80
7597	Rangamati (12007)	2013	2	30.85
7598	Rangamati (12007)	2013	3	34.81
7599	Rangamati (12007)	2013	4	35.35
7600	Rangamati (12007)	2013	5	31.49
7601	Rangamati (12007)	2013	6	33.34
7602	Rangamati (12007)	2013	7	32.63
7603	Rangamati (12007)	2013	8	31.75
7604	Rangamati (12007)	2013	9	32.62
7605	Rangamati (12007)	2013	10	31.36
7606	Rangamati (12007)	2013	11	29.95
